,symbol,best,base,worst,relative_best,relative_base,relative_worst
113,EPAM,184.1951004100294,152.8281582841168,122.6846244341939,28.628680870261388,40.78264170640236,52.462560278133175
114,FIS,118.43207212049583,80.26883143640704,42.10559075231826,-117.46616254222518,-47.390435983119794,22.685290575985576
115,CTLP,4.789915786808983,2.5918030666463827,0.39369034648378276,23.848715631017757,58.79486380530393,93.7410119795901
116,PRFT,68.5921945019191,54.81469220242639,41.644587350287054,12.898800632483686,30.394041647712516,47.117984317095804
117,XRX,38.55542107558708,26.28072616008618,11.130152841291002,-166.81952301444346,-81.87353744004277,22.974720821515554
118,INOD,2.874284870896763,2.16400464557477,1.3877170448411167,74.56385070002865,80.84951641084274,87.71931818724677
119,CTSH,100.17124753312193,80.90492081530007,61.36818695938554,-59.30541910483767,-28.66558653832708,2.4042828254046804
120,GDYN,11.981696281733164,9.287946797781839,6.5347106143850535,-32.39443405230015,-2.6292463843297003,27.793252879723173
121,AUR,3.112934249243681,1.569686102394937,0.026437955546193638,-132.30852606296125,-17.14075391006993,98.02701824282137
122,FISV,118.81613026959234,93.46108947432204,69.18055968766716,-4.435378631970062,17.850848664567074,39.1926169573111
123,FLYW,6.824039527679148,4.152882203221355,1.0993030313695804,76.87550143111099,85.9272036488602,96.27481182185842
124,III,7.2991794804717305,4.338968621787991,1.7493744678182024,-42.42301425310694,15.337197623648951,65.86586404257166
125,CYXT,4.261996200021923,2.592953662960476,0.40923141883659303,-2508.3208078469543,-1486.8749467322375,-150.44762474699698
126,JKHY,81.45116450101314,65.13558568742388,48.43403335951417,45.172883346113935,56.155367738675366,67.39766198201794
127,CNXC,183.12626581278388,161.5360155915225,140.2795134065714,-104.90798457288113,-80.74970973651392,-56.96488016848092
128,MGIC,18.60905845114782,17.079226955604838,15.536696192783134,-40.65803817949977,-29.094685983407693,-17.43534537251046
129,CTG,16.432775907304098,10.97458896922317,4.449166562297212,-138.50182739193176,-59.282858769567056,35.42573929902449
130,CDW,174.73562160838836,146.44480059475035,120.4505132402372,-0.29596005532565595,15.942600967311247,30.862981724120537
131,TWKS,6.55336125001199,5.309514776474899,4.065668302937807,16.623902671603176,32.44892141889442,48.27394016618566
132,TASK,21.19603327396548,16.814174351734778,12.00989572955354,-90.09895312973524,-50.79976997071549,-7.712069323350128
133,CLPS,7.702024068849505,5.5800295725817985,3.213761678254917,-526.1808186056509,-353.6609408603088,-161.28143725649733
134,IBEX,46.293280266306915,38.290539713765206,31.175339868363178,-125.05240771174971,-86.1474949623977,-51.55731584036547
135,TTEC,68.34492766246018,52.98492195585655,35.887719061853424,-112.51532233352049,-64.75411055925547,-11.59116623710643
136,DMRC,7.380214420392032,5.436490579024717,1.8338694906360538,75.61871681403359,82.04000469433525,93.94162705439031
137,HCKT,29.94206951553486,22.231662104437326,15.062865309933285,-54.42016253499155,-14.65529708322499,22.316321248410087
138,EXLS,98.67244765591641,82.65768173971003,67.037123937452,35.12659588697146,45.65569905344508,55.92562528767127
139,CRGE,4.138430989165886,2.9879513883933146,2.097902288077469,-317.98111192464256,-201.78278844493636,-111.88791920790516
140,TLS,5.9310818008105874,4.028069634889366,1.9202356624962948,-78.64704219308999,-21.327398641245978,42.161576430834494
141,CNDT,13.365679772547503,10.230666311302508,6.9294890054979925,-309.9901770720094,-213.82411997860459,-112.56101243858873
142,ACN,249.12491850991051,202.25970265943718,159.73950266420428,17.94304396906769,33.379544578578006,47.38488054538726
143,G,45.12225233059732,38.39260796376959,32.30565423685607,-19.78298999362176,-1.9182584650108585,14.240365710496231
144,DLB,71.2999387039621,52.71239203324991,35.548053553173574,13.165340757566558,35.802713392705016,56.706791434449435
145,GIB,99.02802968874535,83.22254590450494,68.87284148413532,4.0983636560668755,19.404855796528242,33.30152868086837
146,CLVT,64.55430120617824,35.037711154508706,5.521121102839175,-740.5507969554458,-356.22019732433216,28.110402306781566
147,NCR,51.800848303711504,37.0522575905233,22.303666877335083,-115.29862137868456,-53.99940810691313,7.299805164858339
148,BR,84.37851633295446,71.00790694234443,56.1226406117687,43.593477951096695,52.53164854445856,62.48235803745658
149,AI,14.277324975348735,10.330547250712662,2.957411696346859,56.65657263099959,68.63829007069623,91.02182241546187
150,CACI,347.05083959503196,295.097115342072,243.87777847414964,-16.938755844407304,0.5670478664087732,17.825399799801314
151,PSFE,46.58965869933598,30.889185241996216,15.189441572372255,-377.84265332652285,-216.81215632816634,-55.78914433202312
152,SAIC,160.17720389721362,139.68273553222716,117.63363339197838,-64.74051619583832,-43.66217785891921,-20.984915552790675
153,PAY,6.79001783925571,4.544685999681556,2.2993541601074012,30.07190690776818,53.195818746842896,76.3197305859176
154,ASGN,113.66602629678717,103.46891877493437,93.60121964382698,-68.69401350072303,-53.560283132879746,-38.915434318532185
155,GLOB,70.04277565944481,49.416932172270386,29.798663049727217,61.07653478219237,72.53852060446214,83.44058735775091
156,NABL,6.166780485743359,4.6376044680814745,3.078303944748203,56.108323944887125,66.99213901721372,78.09036338257506
157,KD,179.25117149902817,121.05543334639454,48.08398242702053,-1372.8937674529843,-894.7036429449017,-295.10256718997965
158,NOTE,2.0028473008660033,1.5974611408961776,0.8496608801313799,14.040888374849647,31.43943601303959,63.53386780552018
159,SRT,10.288631469839178,6.41704815967608,2.5454648495129826,-235.1345755647941,-109.02437002202214,17.085835520749747
160,IBM,152.61519539642975,112.27051894335764,75.25056702701212,-18.407320503087725,12.894313799862164,41.61644268212264
161,BBAI,1.1536713797780553,1.0702911820411734,0.9869109843042915,50.90760086050828,54.45569438122667,58.003787901945046
162,GIB-A.TO,135.38207402035005,113.80641082667434,94.0923739924295,3.697486114418812,19.045091174651922,33.06844928693307
163,UIS,23.1690207389691,15.824545331452924,7.090724012110858,-452.9599221711002,-277.67411292250415,-69.2296900265121
164,CTS.TO,11.235401131176323,8.444087915532998,5.427477086821598,-232.40831749042377,-149.82508625837275,-60.57624517223662
165,QUIS.V,1.6271161559482064,1.1634270967904332,0.6997380376326601,-257.6079463622431,-155.69826303086444,-53.78857969948573
166,ALYA.TO,6.180610944348054,4.1363130012907785,2.0920150582335024,-154.34612939703922,-70.2186420284271,13.908845340185092
167,PVT.V,4.597065903842893,2.510280301853838,0.4234946998647836,-64.76938723451228,10.025795632478918,84.82097849947013
168,USIO,3.380997252287398,2.9553583450883654,2.4577504486653803,-64.1260802081261,-43.46399733438667,-19.30827420705729
169,SFTC.TO,20.87815378871262,15.750620477659126,10.107346418847058,-17.62340162654997,11.264109985019008,43.05720327410108
170,DTST,6.410995509718095,5.38082436751602,3.938184791332199,-231.3175974014519,-178.07877868299843,-103.52376182595344
171,FJTSY,36.211351015674104,28.873542150039146,22.124196342323092,-39.00710562638811,-10.83893339746313,15.070263561139763
172,CSPI,22.832048438219946,17.109809569293564,11.753741377331771,-86.99466370368505,-40.12948050199478,3.7367618564146587
173,HWNI,0.25440305734193763,0.1801029592946198,0.1334347261521292,-123.16057661573477,-57.98505201282439,-17.04800539660456
174,SASI,0.5619691454532145,0.39713158479988436,0.10833238126435751,-66.01747280744888,-17.320999940881634,67.99634231481313
175,PAID.CN,0.05576785691451083,0.04583029658889331,0.028545726939999648,65.14508942843074,71.35606463194168,82.15892066250021
176,CLVT-PA,21.453018043918807,14.731873272977046,8.010728502035285,37.472987339204884,57.06245038479438,76.6519134303839
177,WYY,10.409095827293124,5.66064533103133,0.9121948347695377,-491.4258992780184,-221.62757562678013,48.170748024458085
178,ALYA,3.590257945220101,2.8215482167577393,1.8636880586115327,-100.57306956536878,-57.62839199763906,-4.11665131908004
179,DTMXF,0.10190231291322857,0.09065746679220385,0.07513299296290003,-93.43643301675888,-72.09086331094126,-42.62147487262725
180,CGEMY,47.7558323976935,41.35945578536366,35.12250748809592,-45.24279926305809,-25.789099103904057,-6.820278248466901
181,CTM,1.259750272053779,1.1454533013253867,0.9391888873507704,-83.87830565666017,-67.1950520107118,-37.08785394114295
182,217A.F,19.252387479352514,13.054398881447963,5.118342570225009,-708.9238436702738,-448.5041546826876,-115.05641051365585
183,CRCW,0.06810246670034797,0.046373146382114566,0.012675354281370297,-656.6940744483109,-415.2571820234952,-40.83726979300331
184,WAVD,0.6437006834686031,0.5497287559778445,0.47741542938578707,-59.885912436314726,-36.54464877740798,-18.583067408292862
185,NRILY,17.925189636713256,14.59053793716106,10.904499855838894,29.539348912290663,42.64725653631659,57.1363999377402
186,GTCH,0.0004007953915773185,0.0002379535987055244,7.51118058337303e-05,10.934357427262555,47.121422509883466,83.30848759250438
187,HMNY,0.0037295974107195403,0.002537340397301934,0.001552390744494192,-3629.5974107195407,-2437.340397301934,-1452.390744494192
188,QUISF,1.1996328730116246,0.8565785632213064,0.5135242534309882,-260.6833653071631,-157.54015731247938,-54.396949317795595
189,NB2.F,346.98522646298534,213.10429930817477,65.14275261378494,-1858.1559055473215,-1102.6201992560655,-267.62275741413623
190,AMI.F,2.025939289331385,1.4497498200855339,0.3079958414259334,-115.52545631184945,-54.228704264418504,67.23448495468793
191,CTSDF,8.251890639045524,6.204044403161771,3.9912221323912944,-230.86971287271544,-148.75879723984647,-60.03296441023633
192,PBIT.CN,1.1647841388231486,0.843308224984581,0.4493201511653543,-40.33543841242754,-1.6034006005519352,45.865042028270565
193,IPSI,3.4820970728483387e-06,3.276957140300137e-06,3.071817207751935e-06,99.98250202475955,99.98353287869195,99.98456373262435
194,BNXAF,1.1815956321483216,0.8634738126480008,0.6964200551010469,-47.6994540185402,-7.934226581000098,12.947493112369147
195,SUIC,0.018902868572718504,0.01242535754599114,0.005947846519263774,88.18570714205094,92.23415153375554,96.28259592546013
196,TSSI,2.037681251449923,1.1643775578063045,0.29107386416268577,-409.4203128624808,-191.09438945157612,27.231533959328562
197,IBM.L,149.0650948908654,109.74002481495269,73.05521897562227,-25.31744000913442,7.74272819255764,38.5832543290271
198,WISE.L,2594.280668958246,1451.8614308945066,30.727327750652478,-379.53431958562777,-168.36625340009363,94.3202721348147
199,SONDA.SN,1802.8275770533244,1450.7567470531599,1110.7098880935296,-350.59424570190555,-262.59853712900775,-177.6080700058809
200,SCT.L,750.8041901163897,489.2119177201592,264.6433052502649,43.335532821404556,63.07834583244082,80.02692035847058
201,CCC.L,5076.155576658342,3189.133155782613,1331.8136256346859,-116.92972549821977,-36.28774170011167,43.08488779338949
202,FDP.L,1318.3841562328312,858.6809525699852,398.9777489071391,28.27072055316479,53.28177624755249,78.2928319419402
203,KCT.L,123.4087815430076,80.89763371423423,38.386485885460864,-90.15220576734606,-24.649666739960285,40.852872287425484
204,FDM.L,547.2901620562632,347.50058598039226,159.06330281029176,18.07033502151749,47.97895419455206,76.18812832181261
205,NETW.L,198.3814892299741,119.58978141897362,33.518466672079704,46.58549024502582,67.80027425444976,90.9751032116102
206,ECK.L,17.264071248243415,11.187495077145895,5.70081145239963,53.340347977720505,69.7635268185246,84.592401480001
207,NA9.DE,123.45916071689273,98.77628096457534,74.92404740564045,-55.58810424309103,-24.48176555081959,5.577760043301253
208,BC8.DE,49.84463406781014,38.53347682066379,26.415976162962494,-34.46084183385525,-3.9478738081030293,28.740285505901014
209,ATO.PA,82.15027620271788,55.84333551221024,27.87544027622386,-494.6455027341142,-304.22247927767097,-101.7766216158079
210,RCN.L,149.15844629055593,91.11809057122007,29.763840377743833,-16.987016698475237,28.53483092453328,76.65581146843621
211,IXX.DE,23.67924815497332,17.85599762293206,12.24825159042854,17.78038835078709,38.00000825370813,57.47134864434534
212,RTC.DE,15.89258240423418,9.960772498734618,2.865645594884711,-1181.659871309208,-703.2881047366627,-131.10045120037992
213,SFD1.DE,12.193087075590087,12.193087075590087,12.193087075590087,-592.7890383858005,-592.7890383858005,-592.7890383858005
214,OBS.DE,14.772218228938552,12.059852879924565,9.36172815014216,-105.16969762414656,-67.49795666561896,-30.024002085307767
215,SOP.PA,346.3735079780474,312.07310808104137,274.8676272138267,-97.36382220971363,-77.81943480401218,-56.61973060616907
216,SHWK.DE,10.42447280511481,7.4984230522672854,4.572373299419761,-563.9791595614528,-377.6065638386806,-191.2339681159083
217,QBY.DE,2.2502306078457415,1.3857710486366117,0.655090819048071,-209.94911953798092,-90.87755490862422,9.767104814315289
218,AEIN.DE,58.25953108577894,43.68810618920206,26.76199724599138,-124.07511956068822,-68.03117765077715,-2.930758638428389
219,SYT.DE,14.985948584163655,12.451725887579556,9.917503190995458,-108.13817478005076,-72.94063732749383,-37.74309987493691
220,MCE.DE,5.095787603824312,3.431863711998398,1.7679398201724836,65.09734517928554,76.49408416439454,87.89082314950353
221,SHF.DE,28.401637224140728,18.621101929727303,7.1925478263627385,14.965158011554703,44.24819781518771,78.46542566957264
222,A1OS.DE,111.86039756820126,88.9574135158407,64.74534164954771,-179.65099392050317,-122.39353378960173,-61.86335412386927
223,NB2.DE,220.90404943077155,140.8858651994865,45.83314387668785,-1112.4261768977583,-673.2484368797283,-151.55402786327033
224,D6H.DE,11738.394878709722,6550.4483918219,971.2024562236857,-20898.91749321954,-11618.154547087479,-1637.3925871622284
225,KSC.DE,7.626248392489415,6.364969430495153,4.9705772137323185,-231.57601706475717,-176.73780132587623,-116.1120527709704
226,T3T1.DE,22.75162391666347,15.869401321103659,7.372344524821638,-155.6362237827356,-78.30788001240066,17.16466826043104
227,OSP2.DE,16.732951244867216,15.778091555829437,14.729802570307235,31.422330963658947,35.33569034496132,39.6319566790687
228,PDA.DE,1.3426931146157335,1.1091294219016132,0.9112993401748334,-47.54869391381686,-21.88235405512233,-0.14278463459707166
229,IBM.DE,142.28698562437125,104.67865555795169,70.18382163009122,-18.325975571202708,12.949142987150367,41.63507556749171
230,IDR.MC,26.213314718559943,23.75302621465551,21.148853458099218,-126.36713919309103,-105.12112447889041,-82.63258599394834
231,ATE.PA,177.7866708560461,149.47365808528787,118.95536146114355,-16.04874076765412,2.4323380644335004,22.3528972185747
232,DOM.MC,9.659271461320719,8.028901238550121,6.176795194494021,-139.98189966014206,-99.4758071689471,-53.46075017376448
233,COK.DE,55.28975574427827,43.46944236918197,31.98767213679547,-90.26068735126728,-49.58514235781821,-10.074577208518487
234,TNXT.MI,21.37042151552376,16.94261268836184,12.270041635590063,-22.81851445703311,2.6286627105641247,29.482519335689283
235,AUB.PA,49.563551819263836,45.909506702252656,42.25546158524148,-11.504053586645293,-3.2834796451128314,4.93709429641963
236,CAP.PA,229.76407424131727,199.30526029921745,168.27112737768647,-46.34654410274985,-26.94602566829137,-7.1790620240041205
